1,20,21,44,14,51,0
1,18,30,40,17,51,0
1,11,23,43,18,45,0
1,17,25,44,10,49,0
1,19,29,44,15,42,0
1,9,30,40,10,52,0
1,14,23,42,20,52,0
1,23,20,46,16,44,0
1,20,27,50,9,49,0
1,10,23,49,14,44,0
1,22,22,42,20,46,0
1,18,24,46,11,47,0
1,12,25,46,20,49,0
1,18,28,48,16,40,0
1,16,21,41,13,43,0
1,15,28,46,10,48,0
1,10,28,47,20,53,0
1,18,20,49,10,41,0
1,9,24,42,18,44,0
1,14,30,41,17,41,0
1,9,25,48,9,50,0
1,13,25,48,10,52,0
1,13,20,48,11,43,0
1,22,25,43,12,47,0
1,12,29,47,15,45,0
1,17,27,42,12,42,0
1,14,22,49,9,50,0
1,17,30,48,10,40,0
1,22,26,50,18,41,0
1,19,29,40,12,43,0
1,16,26,50,10,43,0
1,20,25,47,15,48,0
1,19,21,45,12,41,0
1,19,25,48,20,49,0
1,18,30,41,13,45,0
1,16,20,46,9,47,0
1,21,26,48,19,53,0
1,19,22,44,11,52,0
1,12,25,49,18,45,0
1,17,26,43,16,45,0
1,21,26,46,17,49,0
1,10,25,49,19,44,0
1,16,22,42,19,45,0
1,15,21,49,18,46,0
1,15,30,48,14,52,0
1,15,25,48,20,50,0
1,17,21,49,9,48,0
1,21,30,50,17,49,0
1,13,26,46,9,42,0
1,9,30,42,15,51,0
1,12,20,41,9,50,0
1,9,29,44,12,50,0
1,15,25,43,12,48,0
1,22,23,46,14,52,0
1,11,25,43,11,48,0
1,19,29,42,17,53,0
1,16,30,43,9,47,0
1,12,30,50,13,45,0
1,10,22,46,11,48,0
1,22,28,49,15,46,0
1,19,25,45,11,42,0
1,20,20,41,9,43,0
1,21,22,40,11,41,0
1,20,24,49,9,46,0
1,16,20,47,12,43,0
1,22,23,47,15,50,0
1,20,28,44,10,46,0
1,13,24,40,19,48,0
1,23,23,49,18,52,0
1,16,22,43,20,41,0
1,23,23,47,11,47,0
1,12,21,45,11,43,0
1,22,25,42,18,53,0
1,16,29,42,14,51,0
1,17,26,48,9,50,0
1,20,24,47,11,50,0
1,22,22,49,20,48,0
1,20,25,41,10,49,0
1,18,30,43,10,51,0
1,23,23,45,17,49,0
1,17,23,42,12,53,0
1,17,26,43,12,46,0
1,17,21,48,20,50,0
1,15,29,44,17,45,0
1,21,25,43,16,41,0
1,21,21,49,20,53,0
1,19,22,49,14,47,0
1,8,27,46,13,45,0
1,12,29,42,11,41,0
1,9,25,48,16,44,0
1,22,20,46,16,48,0
1,17,30,50,14,45,0
1,17,24,42,10,40,0
1,14,29,47,13,50,0
1,8,26,43,19,48,0
1,15,23,42,15,47,0
1,8,29,49,9,42,0
1,11,22,47,18,41,0
1,21,24,48,16,40,0
1,23,27,47,16,45,0
1,16,20,41,17,50,0
1,22,23,48,10,52,0
1,17,29,43,18,48,0
1,18,23,46,15,46,0
1,11,21,50,16,50,0
1,20,28,42,9,52,0
1,19,20,49,10,51,0
1,12,24,47,10,40,0
1,23,30,48,13,51,0
1,13,22,41,11,49,0
1,10,24,42,13,50,0
1,15,20,48,19,53,0
1,9,28,43,13,42,0
1,11,29,43,11,46,0
1,17,30,47,17,44,0
1,12,29,50,13,45,0
1,23,25,50,17,42,0
1,14,27,46,14,49,0
1,10,24,42,16,53,0
1,17,21,41,9,40,0
1,13,30,40,15,49,0
1,23,27,49,15,44,0
1,18,27,49,17,41,0
1,20,22,42,11,51,0
1,17,27,41,19,44,0
1,17,22,50,9,42,0
1,16,22,42,14,41,0
1,17,25,47,9,48,0
1,22,22,46,14,46,0
1,17,29,42,19,49,0
1,19,27,40,19,41,0
1,12,20,41,20,49,0
1,14,27,46,10,40,0
1,9,25,46,10,46,0
1,12,25,41,14,40,0
1,13,25,41,9,53,0
1,8,29,48,15,43,0
1,8,20,45,9,44,0
1,8,22,48,15,50,0
1,19,24,50,10,46,0
1,23,27,50,10,49,0
1,12,27,46,18,45,0
1,16,29,49,13,49,0
1,23,30,40,12,40,0
1,9,25,49,12,41,0
1,23,29,43,11,52,0
1,9,29,42,19,40,0
1,23,25,50,17,40,0
1,17,21,50,17,40,0
1,22,21,41,17,49,0
1,15,21,40,15,50,0
1,14,24,42,18,53,0
1,20,24,50,17,45,0
1,16,24,45,19,47,0
1,10,29,48,14,49,0
1,13,23,44,17,46,0
1,21,22,47,20,52,0
1,19,27,40,13,48,0
1,9,25,40,14,50,0
1,19,26,50,12,47,0
1,11,27,44,14,40,0
1,17,27,42,11,52,0
1,14,23,42,19,49,0
1,10,21,44,18,45,0
1,21,21,50,14,45,0
1,17,30,41,10,46,0
1,22,21,50,15,51,0
1,18,20,43,14,44,0
1,21,25,50,20,45,0
1,11,27,50,14,50,0
1,23,25,45,10,43,0
1,18,26,45,9,50,0
1,16,25,42,15,40,0
1,9,25,48,13,45,0
1,19,21,43,13,42,0
1,22,29,41,11,40,0
1,17,20,49,9,52,0
1,21,26,49,11,47,0
1,8,20,42,15,52,0
1,8,27,44,16,40,0
1,18,30,46,14,43,0
1,9,22,43,11,52,0
1,17,28,47,13,45,0
1,23,23,50,11,42,0
1,22,20,46,18,49,0
1,12,27,48,9,44,0
1,20,25,50,19,46,0
1,17,28,46,19,53,0
1,18,22,50,13,48,0
1,10,22,48,16,52,0
1,18,30,48,18,47,0
1,20,30,47,19,41,0
1,20,28,44,16,50,0
1,10,30,41,17,41,0
1,16,22,42,17,49,0
1,9,26,44,19,44,0
1,23,25,49,20,46,0
1,17,27,40,13,40,0
1,15,27,40,15,42,0
1,12,27,40,16,52,0
1,15,26,40,12,41,0
1,12,22,47,16,41,0
1,22,30,43,9,49,0
1,17,25,45,17,51,0
1,23,24,43,15,52,0
1,21,26,50,18,46,0
1,10,23,44,11,49,0
1,13,24,48,15,40,0
1,17,30,44,15,45,0
1,13,26,49,15,41,0
1,11,30,41,12,40,0
1,21,27,50,12,44,0
1,23,30,42,20,50,0
1,11,26,46,14,44,0
1,11,22,42,12,45,0
1,13,30,46,20,44,0
1,14,24,44,18,41,0
1,13,23,42,17,47,0
1,9,24,44,16,42,0
1,8,29,46,16,44,0
1,23,26,45,9,40,0
1,9,22,44,10,45,0
1,12,23,43,20,48,0
1,23,28,46,20,53,0
1,16,24,48,9,43,0
1,23,27,43,11,49,0
1,10,29,46,13,46,0
1,13,26,49,16,42,0
1,18,29,40,17,45,0
1,12,30,41,13,53,0
1,17,23,50,10,47,0
1,12,20,43,18,50,0
1,8,25,41,18,45,0
1,16,25,41,20,45,0
1,16,26,42,12,47,0
1,13,23,48,11,48,0
1,23,27,49,12,51,0
1,23,25,50,19,48,0
1,22,26,49,13,42,0
1,20,25,48,19,40,0
1,18,30,47,19,45,0
1,22,21,43,14,48,0
1,19,29,49,18,42,0
1,13,30,48,16,45,0
1,14,25,44,13,44,0
1,14,22,40,19,42,0
1,13,23,41,16,52,0
1,11,30,45,17,40,0
1,13,23,41,13,49,0
1,23,29,44,18,44,0
1,18,24,44,19,47,0
1,19,25,44,14,53,0
1,18,22,44,15,52,0
1,20,30,44,17,40,0
1,22,26,49,18,47,0
1,16,26,48,11,42,0
1,19,29,46,16,52,0
1,15,25,49,12,43,0
1,22,27,44,14,51,0
1,17,29,46,10,45,0
1,11,24,44,17,47,0
1,13,29,40,11,40,0
1,9,29,44,14,42,0
1,9,21,45,17,52,0
1,23,25,40,9,43,0
1,10,23,50,12,48,0
1,23,24,50,17,40,0
1,20,21,43,20,46,0
1,21,30,47,15,53,0
1,22,28,41,20,51,0
1,21,30,46,10,46,0
1,23,27,49,14,53,0
1,8,29,46,10,43,0
1,10,23,45,19,51,0
1,17,27,43,9,40,0
1,22,22,49,19,41,0
1,9,24,43,15,53,0
1,11,23,41,20,47,0
1,14,28,40,12,41,0
1,10,23,42,18,45,0
1,15,26,46,15,47,0
1,19,28,45,10,41,0
1,17,26,43,18,43,0
1,12,25,41,18,41,0
1,12,26,40,15,51,0
1,10,25,46,18,40,0
1,8,20,46,19,53,0
1,11,25,41,18,46,0
1,11,20,44,14,44,0
1,21,29,44,12,44,0
1,17,21,45,9,47,0
1,19,26,44,18,40,0
1,20,23,44,20,46,0
1,12,28,44,9,42,0
1,10,26,45,9,52,0
1,17,27,49,15,42,0
1,22,25,45,11,47,0
1,9,27,42,11,52,0
1,18,20,42,11,41,0
1,17,26,47,17,40,0
1,22,30,42,14,53,0
1,9,30,43,19,42,0
1,19,24,48,15,45,0
1,18,25,43,20,44,0
1,16,28,40,13,53,0
1,20,30,41,12,50,0
1,8,26,43,14,48,0
1,14,29,50,18,47,0
1,9,23,49,20,49,0
1,18,29,40,15,44,0
1,14,25,42,11,50,0
1,21,29,41,16,46,0
1,10,21,40,11,40,0
1,20,26,42,15,41,0
1,16,30,41,10,40,0
1,21,22,47,15,43,0
1,10,29,44,17,44,0
1,23,24,48,15,49,0
1,11,22,48,19,53,0
1,19,27,42,20,50,0
1,19,30,50,20,48,0
1,19,20,49,14,50,0
1,11,23,48,18,52,0
1,15,27,48,9,44,0
1,19,26,50,14,46,0
1,20,21,45,16,52,0
1,18,26,49,11,43,0
1,8,26,43,13,48,0
1,18,23,47,13,51,0
